adj_stock,company,date,environment,governance,month_year,riskscore,social,stock,symbol,rating
37.15,Amgen Inc.,2017-10-15,0.0,6.8,2017-10,20,13.6,39.06,AMGN,BBB
38.77,Amgen Inc.,2017-10-22,0.0,6.8,2017-10,20,13.6,40.76,AMGN,BBB
41.02,Amgen Inc.,2017-10-29,0.0,6.8,2017-10,20,13.6,43.13,AMGN,BBB
41.53,Amgen Inc.,2017-11-06,0.0,6.8,2017-11,20,13.6,43.67,AMGN,BBB
40.60,Amgen Inc.,2017-11-13,0.0,6.8,2017-11,20,13.6,42.54,AMGN,BBB
41.75,Amgen Inc.,2017-11-20,0.0,6.8,2017-11,20,13.6,43.74,AMGN,BBB
40.82,Amgen Inc.,2017-11-27,0.0,6.8,2017-11,20,13.6,42.76,AMGN,BBB
40.42,Amgen Inc.,2017-12-04,0.0,6.8,2017-12,20,13.6,42.34,AMGN,BBB
41.51,Amgen Inc.,2017-12-11,0.0,6.8,2017-12,20,13.6,43.49,AMGN,BBB
41.76,Amgen Inc.,2017-12-18,0.0,6.8,2017-12,20,13.6,43.75,AMGN,BBB
40.38,Amgen Inc.,2017-12-25,0.0,6.8,2017-12,20,13.6,42.31,AMGN,BBB
41.76,Amgen Inc.,2018-01-01,0.0,6.8,2018-01,20,13.6,43.75,AMGN,BBB
42.26,Amgen Inc.,2018-01-08,0.0,6.8,2018-01,20,13.6,44.27,AMGN,BBB
42.59,Amgen Inc.,2018-01-15,0.0,6.8,2018-01,20,13.6,44.62,AMGN,BBB
40.93,Amgen Inc.,2018-01-22,0.0,6.8,2018-01,20,13.6,42.88,AMGN,BBB
38.30,Amgen Inc.,2018-01-29,0.0,6.8,2018-01,20,13.6,40.13,AMGN,BBB
37.32,Amgen Inc.,2018-02-05,0.0,6.8,2018-02,20,13.6,39.10,AMGN,BBB
41.31,Amgen Inc.,2018-02-12,0.0,6.8,2018-02,20,13.6,43.11,AMGN,BBB
42.05,Amgen Inc.,2018-02-19,0.0,6.8,2018-02,20,13.6,43.88,AMGN,BBB
42.22,Amgen Inc.,2018-02-26,0.0,6.8,2018-02,20,13.6,44.05,AMGN,BBB
43.12,Amgen Inc.,2018-03-05,0.0,6.8,2018-03,20,13.6,44.99,AMGN,BBB
42.65,Amgen Inc.,2018-03-11,0.0,6.8,2018-03,20,13.6,44.51,AMGN,BBB
39.52,Amgen Inc.,2018-03-18,0.0,6.8,2018-03,20,13.6,41.24,AMGN,BBB
40.20,Amgen Inc.,2018-03-25,0.0,6.8,2018-03,20,13.6,41.94,AMGN,BBB
40.34,Amgen Inc.,2018-04-01,0.0,6.8,2018-04,20,13.6,42.10,AMGN,BBB
41.86,Amgen Inc.,2018-04-08,0.0,6.8,2018-04,20,13.6,43.68,AMGN,BBB
39.71,Amgen Inc.,2018-04-15,0.0,6.8,2018-04,20,13.6,41.43,AMGN,BBB
38.89,Amgen Inc.,2018-04-22,0.0,6.8,2018-04,20,13.6,40.58,AMGN,BBB
44.05,Amgen Inc.,2018-04-29,0.0,6.8,2018-04,20,13.6,45.96,AMGN,BBB
45.19,Amgen Inc.,2018-05-06,0.0,6.8,2018-05,20,13.6,47.15,AMGN,BBB
44.81,Amgen Inc.,2018-05-13,0.0,6.8,2018-05,20,13.6,46.58,AMGN,BBB
45.36,Amgen Inc.,2018-05-20,0.0,6.8,2018-05,20,13.6,47.15,AMGN,BBB
45.76,Amgen Inc.,2018-05-27,0.0,6.8,2018-05,20,13.6,47.56,AMGN,BBB
46.11,Amgen Inc.,2018-06-03,0.0,6.8,2018-06,20,13.6,47.92,AMGN,BBB
45.42,Amgen Inc.,2018-06-10,0.0,6.8,2018-06,20,13.6,47.21,AMGN,BBB
44.48,Amgen Inc.,2018-06-17,0.0,6.8,2018-06,20,13.6,46.23,AMGN,BBB
44.52,Amgen Inc.,2018-06-24,0.0,6.8,2018-06,20,13.6,46.28,AMGN,BBB
45.21,Amgen Inc.,2018-07-01,0.0,6.8,2018-07,20,13.6,46.99,AMGN,BBB
46.02,Amgen Inc.,2018-07-08,0.0,6.8,2018-07,20,13.6,47.83,AMGN,BBB
46.05,Amgen Inc.,2018-07-15,0.0,6.8,2018-07,20,13.6,47.86,AMGN,BBB
45.93,Amgen Inc.,2018-07-22,0.0,6.8,2018-07,20,13.6,47.74,AMGN,BBB
50.03,Amgen Inc.,2018-07-29,0.0,6.8,2018-07,20,13.6,52.00,AMGN,BBB
49.92,Amgen Inc.,2018-08-05,0.0,6.8,2018-08,20,13.6,51.88,AMGN,BBB
52.52,Amgen Inc.,2018-08-12,0.0,6.8,2018-08,20,13.6,54.40,AMGN,BBB
52.17,Amgen Inc.,2018-08-19,0.0,6.8,2018-08,20,13.6,54.04,AMGN,BBB
54.94,Amgen Inc.,2018-08-26,0.0,6.8,2018-08,20,13.6,56.91,AMGN,BBB
53.41,Amgen Inc.,2018-09-02,0.0,6.8,2018-09,20,13.6,55.33,AMGN,BBB
54.03,Amgen Inc.,2018-09-09,0.0,6.8,2018-09,20,13.6,55.96,AMGN,BBB
52.54,Amgen Inc.,2018-09-16,0.0,6.8,2018-09,20,13.6,54.42,AMGN,BBB
54.49,Amgen Inc.,2018-09-23,0.0,6.8,2018-09,20,13.6,56.44,AMGN,BBB
54.14,Amgen Inc.,2018-09-30,0.0,6.8,2018-09,20,13.6,56.07,AMGN,BBB
53.61,Amgen Inc.,2018-10-07,0.0,6.8,2018-10,20,13.6,55.53,AMGN,A
52.93,Amgen Inc.,2018-10-14,0.0,6.8,2018-10,20,13.6,54.83,AMGN,A
52.21,Amgen Inc.,2018-10-21,0.0,6.8,2018-10,20,13.6,54.08,AMGN,A
50.08,Amgen Inc.,2018-10-28,0.0,6.8,2018-10,20,13.6,51.87,AMGN,A
49.35,Amgen Inc.,2018-11-05,0.0,6.8,2018-11,20,13.6,51.12,AMGN,A
46.87,Amgen Inc.,2018-11-12,0.0,6.8,2018-11,20,13.6,48.38,AMGN,A
41.73,Amgen Inc.,2018-11-19,0.0,6.8,2018-11,20,13.6,43.07,AMGN,A
43.25,Amgen Inc.,2018-11-26,0.0,6.8,2018-11,20,13.6,44.65,AMGN,A
40.81,Amgen Inc.,2018-12-03,0.0,6.8,2018-12,20,13.6,42.12,AMGN,A
40.08,Amgen Inc.,2018-12-10,0.0,6.8,2018-12,20,13.6,41.37,AMGN,A
36.51,Amgen Inc.,2018-12-17,0.0,6.8,2018-12,20,13.6,37.68,AMGN,A
37.84,Amgen Inc.,2018-12-24,0.0,6.8,2018-12,20,13.6,39.06,AMGN,A
35.91,Amgen Inc.,2018-12-31,0.0,6.8,2018-12,20,13.6,37.06,AMGN,A
36.89,Amgen Inc.,2019-01-07,0.0,6.8,2019-01,20,13.6,38.07,AMGN,A
37.98,Amgen Inc.,2019-01-14,0.0,6.8,2019-01,20,13.6,39.21,AMGN,A
38.21,Amgen Inc.,2019-01-21,0.0,6.8,2019-01,20,13.6,39.44,AMGN,A
40.33,Amgen Inc.,2019-01-28,0.0,6.8,2019-01,20,13.6,41.63,AMGN,A
41.27,Amgen Inc.,2019-02-04,0.0,6.8,2019-02,20,13.6,42.60,AMGN,A
41.45,Amgen Inc.,2019-02-11,0.0,6.8,2019-02,20,13.6,42.60,AMGN,A
42.07,Amgen Inc.,2019-02-18,0.0,6.8,2019-02,20,13.6,43.24,AMGN,A
42.56,Amgen Inc.,2019-02-25,0.0,6.8,2019-02,20,13.6,43.74,AMGN,A
42.06,Amgen Inc.,2019-03-04,0.0,6.8,2019-03,20,13.6,43.23,AMGN,A
45.27,Amgen Inc.,2019-03-10,0.0,6.8,2019-03,20,13.6,46.53,AMGN,A
46.47,Amgen Inc.,2019-03-17,0.0,6.8,2019-03,20,13.6,47.76,AMGN,A
46.20,Amgen Inc.,2019-03-24,0.0,6.8,2019-03,20,13.6,47.49,AMGN,A
47.92,Amgen Inc.,2019-03-31,0.0,6.8,2019-03,20,13.6,49.25,AMGN,A
48.37,Amgen Inc.,2019-04-07,0.0,6.8,2019-04,20,13.6,49.72,AMGN,A
49.59,Amgen Inc.,2019-04-14,0.0,6.8,2019-04,20,13.6,50.97,AMGN,A
49.70,Amgen Inc.,2019-04-21,0.0,6.8,2019-04,20,13.6,51.08,AMGN,A
51.51,Amgen Inc.,2019-04-28,0.0,6.8,2019-04,20,13.6,52.94,AMGN,A
47.96,Amgen Inc.,2019-05-05,0.0,6.8,2019-05,20,13.6,49.29,AMGN,A
46.15,Amgen Inc.,2019-05-12,0.0,6.8,2019-05,20,13.6,47.25,AMGN,A
43.70,Amgen Inc.,2019-05-19,0.0,6.8,2019-05,20,13.6,44.74,AMGN,A
42.75,Amgen Inc.,2019-05-26,0.0,6.8,2019-05,20,13.6,43.77,AMGN,A
46.43,Amgen Inc.,2019-06-02,0.0,6.8,2019-06,20,13.6,47.54,AMGN,AA
47.06,Amgen Inc.,2019-06-09,0.0,6.8,2019-06,20,13.6,48.19,AMGN,AA
48.54,Amgen Inc.,2019-06-16,0.0,6.8,2019-06,20,13.6,49.69,AMGN,AA
48.33,Amgen Inc.,2019-06-23,0.0,6.8,2019-06,20,13.6,49.48,AMGN,AA
49.87,Amgen Inc.,2019-06-30,0.0,6.8,2019-06,20,13.6,51.06,AMGN,AA
49.64,Amgen Inc.,2019-07-07,0.0,6.8,2019-07,20,13.6,50.83,AMGN,AA
49.47,Amgen Inc.,2019-07-14,0.0,6.8,2019-07,20,13.6,50.65,AMGN,AA
50.73,Amgen Inc.,2019-07-21,0.0,6.8,2019-07,20,13.6,51.94,AMGN,AA
49.82,Amgen Inc.,2019-07-28,0.0,6.8,2019-07,20,13.6,51.01,AMGN,AA
49.08,Amgen Inc.,2019-08-04,0.0,6.8,2019-08,20,13.6,50.25,AMGN,AA
50.62,Amgen Inc.,2019-08-11,0.0,6.8,2019-08,20,13.6,51.63,AMGN,AA
49.67,Amgen Inc.,2019-08-18,0.0,6.8,2019-08,20,13.6,50.66,AMGN,AA
51.16,Amgen Inc.,2019-08-25,0.0,6.8,2019-08,20,13.6,52.19,AMGN,AA
52.27,Amgen Inc.,2019-09-01,0.0,6.8,2019-09,20,13.6,53.31,AMGN,AA
53.62,Amgen Inc.,2019-09-08,0.0,6.8,2019-09,20,13.6,54.69,AMGN,AA
53.37,Amgen Inc.,2019-09-15,0.0,6.8,2019-09,20,13.6,54.43,AMGN,AA
53.64,Amgen Inc.,2019-09-22,0.0,6.8,2019-09,20,13.6,54.71,AMGN,AA
55.64,Amgen Inc.,2019-09-29,0.0,6.8,2019-09,20,13.6,56.75,AMGN,AA
57.90,Amgen Inc.,2019-10-06,0.0,6.8,2019-10,20,13.6,59.05,AMGN,AA
57.95,Amgen Inc.,2019-10-13,0.0,6.8,2019-10,20,13.6,59.10,AMGN,AA
60.44,Amgen Inc.,2019-10-20,0.0,6.8,2019-10,20,13.6,61.65,AMGN,AA
62.70,Amgen Inc.,2019-10-27,0.0,6.8,2019-10,20,13.6,63.96,AMGN,AA
63.76,Amgen Inc.,2019-11-04,0.0,6.8,2019-11,20,13.6,65.04,AMGN,AA
65.34,Amgen Inc.,2019-11-11,0.0,6.8,2019-11,20,13.6,66.44,AMGN,AA
64.36,Amgen Inc.,2019-11-18,0.0,6.8,2019-11,20,13.6,65.44,AMGN,AA
65.70,Amgen Inc.,2019-11-25,0.0,6.8,2019-11,20,13.6,66.81,AMGN,AA
66.55,Amgen Inc.,2019-12-02,0.0,6.8,2019-12,20,13.6,67.68,AMGN,AA
67.64,Amgen Inc.,2019-12-09,0.0,6.8,2019-12,20,13.6,68.79,AMGN,AA
68.70,Amgen Inc.,2019-12-16,0.0,6.8,2019-12,20,13.6,69.86,AMGN,AA
71.25,Amgen Inc.,2019-12-23,0.0,6.8,2019-12,20,13.6,72.45,AMGN,AA
73.12,Amgen Inc.,2019-12-30,0.0,6.8,2019-12,20,13.6,74.36,AMGN,AA
76.29,Amgen Inc.,2020-01-06,0.0,6.8,2020-01,20,13.6,77.58,AMGN,AA
78.36,Amgen Inc.,2020-01-13,0.0,6.8,2020-01,20,13.6,79.68,AMGN,AA
78.26,Amgen Inc.,2020-01-20,0.0,6.8,2020-01,20,13.6,79.58,AMGN,AA
76.09,Amgen Inc.,2020-01-27,0.0,6.8,2020-01,20,13.6,77.38,AMGN,AA
78.68,Amgen Inc.,2020-02-03,0.0,6.8,2020-02,20,13.6,80.01,AMGN,AA
80.08,Amgen Inc.,2020-02-10,0.0,6.8,2020-02,20,13.6,81.24,AMGN,AA
77.14,Amgen Inc.,2020-02-17,0.0,6.8,2020-02,20,13.6,78.26,AMGN,AA
67.36,Amgen Inc.,2020-02-24,0.0,6.8,2020-02,20,13.6,68.34,AMGN,AA
71.23,Amgen Inc.,2020-03-02,0.0,6.8,2020-03,20,13.6,72.26,AMGN,AA
68.50,Amgen Inc.,2020-03-08,0.0,6.8,2020-03,20,13.6,69.49,AMGN,AA
56.49,Amgen Inc.,2020-03-15,0.0,6.8,2020-03,20,13.6,57.31,AMGN,AA
61.05,Amgen Inc.,2020-03-22,0.0,6.8,2020-03,20,13.6,61.94,AMGN,AA
59.49,Amgen Inc.,2020-03-29,0.0,6.8,2020-03,20,13.6,60.35,AMGN,AA
66.04,Amgen Inc.,2020-04-05,0.0,6.8,2020-04,20,13.6,67.00,AMGN,AA
69.69,Amgen Inc.,2020-04-12,0.0,6.8,2020-04,20,13.6,70.70,AMGN,AA
69.73,Amgen Inc.,2020-04-19,0.0,6.8,2020-04,20,13.6,70.74,AMGN,AA
71.24,Amgen Inc.,2020-04-26,0.0,6.8,2020-04,20,13.6,72.27,AMGN,AA
76.43,Amgen Inc.,2020-05-03,0.0,6.8,2020-05,20,13.6,77.53,AMGN,AA
76.66,Amgen Inc.,2020-05-10,0.0,6.8,2020-05,20,13.6,76.93,AMGN,AA
79.44,Amgen Inc.,2020-05-17,0.0,6.8,2020-05,20,13.6,79.72,AMGN,AA
79.21,Amgen Inc.,2020-05-24,0.0,6.8,2020-05,20,13.6,79.49,AMGN,AA
82.58,Amgen Inc.,2020-05-31,0.0,6.8,2020-05,20,13.6,82.88,AMGN,AA
84.40,Amgen Inc.,2020-06-07,0.0,6.8,2020-06,20,13.6,84.70,AMGN,AA
87.12,Amgen Inc.,2020-06-14,0.0,6.8,2020-06,20,13.6,87.43,AMGN,AA
88.10,Amgen Inc.,2020-06-21,0.0,6.8,2020-06,20,13.6,88.41,AMGN,AA
90.71,Amgen Inc.,2020-06-28,0.0,6.8,2020-06,20,13.6,91.03,AMGN,AA
95.58,Amgen Inc.,2020-07-05,0.0,6.8,2020-07,20,13.6,95.92,AMGN,AA
95.99,Amgen Inc.,2020-07-12,0.0,6.8,2020-07,20,13.6,96.33,AMGN,AA
92.29,Amgen Inc.,2020-07-19,0.0,6.8,2020-07,20,13.6,92.61,AMGN,AA
105.89,Amgen Inc.,2020-07-26,0.0,6.8,2020-07,20,13.6,106.26,AMGN,AA
110.72,Amgen Inc.,2020-08-02,0.0,6.8,2020-08,20,13.6,111.11,AMGN,AA
114.71,Amgen Inc.,2020-08-09,0.0,6.8,2020-08,20,13.6,114.91,AMGN,AA
124.16,Amgen Inc.,2020-08-16,0.0,6.8,2020-08,20,13.6,124.37,AMGN,AA
124.59,Amgen Inc.,2020-08-23,0.0,6.8,2020-08,20,13.6,124.81,AMGN,AA
120.75,Amgen Inc.,2020-08-30,0.0,6.8,2020-08,20,13.6,120.96,AMGN,AA
111.81,Amgen Inc.,2020-09-06,0.0,6.8,2020-09,20,13.6,112.00,AMGN,AA
106.66,Amgen Inc.,2020-09-13,0.0,6.8,2020-09,20,13.6,106.84,AMGN,AA
112.09,Amgen Inc.,2020-09-20,0.0,6.8,2020-09,20,13.6,112.28,AMGN,AA
112.83,Amgen Inc.,2020-09-27,0.0,6.8,2020-09,20,13.6,113.02,AMGN,AA
116.77,Amgen Inc.,2020-10-04,0.0,6.8,2020-10,20,13.6,116.97,AMGN,AA
118.82,Amgen Inc.,2020-10-11,0.0,6.8,2020-10,20,13.6,119.02,AMGN,AA
114.84,Amgen Inc.,2020-10-18,0.0,6.8,2020-10,20,13.6,115.04,AMGN,AA
108.67,Amgen Inc.,2020-10-25,0.0,6.8,2020-10,20,13.6,108.86,AMGN,AA
118.49,Amgen Inc.,2020-11-02,0.0,6.8,2020-11,20,13.6,118.69,AMGN,AA
119.26,Amgen Inc.,2020-11-09,0.0,6.8,2020-11,20,13.6,119.26,AMGN,AA
117.34,Amgen Inc.,2020-11-16,0.0,6.8,2020-11,20,13.6,117.34,AMGN,AA
116.59,Amgen Inc.,2020-11-23,0.0,6.8,2020-11,20,13.6,116.59,AMGN,AA
123.08,Amgen Inc.,2020-11-30,0.0,6.8,2020-11,20,13.6,123.08,AMGN,AA
122.94,Amgen Inc.,2020-12-03,0.0,6.8,2020-12,20,13.6,122.94,AMGN,AA
27.69,American Express Company,2017-01-02,0.1,9.8,2017-01,20,9.9,29.48,AXP,A
27.96,American Express Company,2017-01-09,0.1,9.8,2017-01,20,9.9,29.76,AXP,A
28.18,American Express Company,2017-01-16,0.1,9.8,2017-01,20,9.9,30.00,AXP,A
28.64,American Express Company,2017-01-23,0.1,9.8,2017-01,20,9.9,30.49,AXP,A
30.31,American Express Company,2017-01-30,0.1,9.8,2017-01,20,9.9,32.27,AXP,A
31.03,American Express Company,2017-02-06,0.1,9.8,2017-02,20,9.9,33.03,AXP,A
32.01,American Express Company,2017-02-13,0.1,9.8,2017-02,20,9.9,33.93,AXP,A
32.23,American Express Company,2017-02-20,0.1,9.8,2017-02,20,9.9,34.17,AXP,A
32.97,American Express Company,2017-02-27,0.1,9.8,2017-02,20,9.9,34.94,AXP,A
32.82,American Express Company,2017-03-06,0.1,9.8,2017-03,20,9.9,34.78,AXP,A
33.02,American Express Company,2017-03-12,0.1,9.8,2017-03,20,9.9,35.00,AXP,A
33.17,American Express Company,2017-03-19,0.1,9.8,2017-03,20,9.9,35.16,AXP,A
33.88,American Express Company,2017-03-26,0.1,9.8,2017-03,20,9.9,35.92,AXP,A
33.81,American Express Company,2017-04-02,0.1,9.8,2017-04,20,9.9,35.83,AXP,A
33.27,American Express Company,2017-04-09,0.1,9.8,2017-04,20,9.9,35.26,AXP,A
33.56,American Express Company,2017-04-16,0.1,9.8,2017-04,20,9.9,35.57,AXP,A
33.88,American Express Company,2017-04-23,0.1,9.8,2017-04,20,9.9,35.91,AXP,A
35.13,American Express Company,2017-04-30,0.1,9.8,2017-04,20,9.9,37.24,AXP,A
36.82,American Express Company,2017-05-07,0.1,9.8,2017-05,20,9.9,39.03,AXP,A
36.25,American Express Company,2017-05-14,0.1,9.8,2017-05,20,9.9,38.26,AXP,A
36.38,American Express Company,2017-05-21,0.1,9.8,2017-05,20,9.9,38.40,AXP,A
36.82,American Express Company,2017-05-28,0.1,9.8,2017-05,20,9.9,38.86,AXP,A
35.28,American Express Company,2017-06-04,0.1,9.8,2017-06,20,9.9,37.24,AXP,A
33.70,American Express Company,2017-06-11,0.1,9.8,2017-06,20,9.9,35.57,AXP,A
34.64,American Express Company,2017-06-18,0.1,9.8,2017-06,20,9.9,36.57,AXP,A
34.11,American Express Company,2017-06-25,0.1,9.8,2017-06,20,9.9,36.01,AXP,A
34.15,American Express Company,2017-07-02,0.1,9.8,2017-07,20,9.9,36.04,AXP,A
35.30,American Express Company,2017-07-09,0.1,9.8,2017-07,20,9.9,37.26,AXP,A
35.59,American Express Company,2017-07-16,0.1,9.8,2017-07,20,9.9,37.57,AXP,A
35.41,American Express Company,2017-07-23,0.1,9.8,2017-07,20,9.9,37.38,AXP,A
37.04,American Express Company,2017-07-30,0.1,9.8,2017-07,20,9.9,39.10,AXP,A
37.30,American Express Company,2017-08-06,0.1,9.8,2017-08,20,9.9,39.37,AXP,A
37.45,American Express Company,2017-08-13,0.1,9.8,2017-08,20,9.9,39.38,AXP,A
38.01,American Express Company,2017-08-20,0.1,9.8,2017-08,20,9.9,39.97,AXP,A
39.01,American Express Company,2017-08-27,0.1,9.8,2017-08,20,9.9,41.01,AXP,A
37.72,American Express Company,2017-09-03,0.1,9.8,2017-09,20,9.9,39.66,AXP,A
38.01,American Express Company,2017-09-10,0.1,9.8,2017-09,20,9.9,39.97,AXP,A
36.11,American Express Company,2017-09-17,0.1,9.8,2017-09,20,9.9,37.97,AXP,A
36.65,American Express Company,2017-09-24,0.1,9.8,2017-09,20,9.9,38.53,AXP,A
36.93,American Express Company,2017-10-01,0.1,9.8,2017-10,20,9.9,38.83,AXP,A
37.33,American Express Company,2017-10-08,0.1,9.8,2017-10,20,9.9,39.25,AXP,A
37.15,American Express Company,2017-10-15,0.1,9.8,2017-10,20,9.9,39.06,AXP,A
38.77,American Express Company,2017-10-22,0.1,9.8,2017-10,20,9.9,40.76,AXP,A
41.02,American Express Company,2017-10-29,0.1,9.8,2017-10,20,9.9,43.13,AXP,A
41.53,American Express Company,2017-11-06,0.1,9.8,2017-11,20,9.9,43.67,AXP,A
40.60,American Express Company,2017-11-13,0.1,9.8,2017-11,20,9.9,42.54,AXP,A
41.75,American Express Company,2017-11-20,0.1,9.8,2017-11,20,9.9,43.74,AXP,A
40.82,American Express Company,2017-11-27,0.1,9.8,2017-11,20,9.9,42.76,AXP,A
40.42,American Express Company,2017-12-04,0.1,9.8,2017-12,20,9.9,42.34,AXP,A
41.51,American Express Company,2017-12-11,0.1,9.8,2017-12,20,9.9,43.49,AXP,A
41.76,American Express Company,2017-12-18,0.1,9.8,2017-12,20,9.9,43.75,AXP,A
40.38,American Express Company,2017-12-25,0.1,9.8,2017-12,20,9.9,42.31,AXP,A
41.76,American Express Company,2018-01-01,0.1,9.8,2018-01,20,9.9,43.75,AXP,AA
42.26,American Express Company,2018-01-08,0.1,9.8,2018-01,20,9.9,44.27,AXP,AA
42.59,American Express Company,2018-01-15,0.1,9.8,2018-01,20,9.9,44.62,AXP,AA
40.93,American Express Company,2018-01-22,0.1,9.8,2018-01,20,9.9,42.88,AXP,AA
38.30,American Express Company,2018-01-29,0.1,9.8,2018-01,20,9.9,40.13,AXP,AA
37.32,American Express Company,2018-02-05,0.1,9.8,2018-02,20,9.9,39.10,AXP,AA
41.31,American Express Company,2018-02-12,0.1,9.8,2018-02,20,9.9,43.11,AXP,AA
42.05,American Express Company,2018-02-19,0.1,9.8,2018-02,20,9.9,43.88,AXP,AA
42.22,American Express Company,2018-02-26,0.1,9.8,2018-02,20,9.9,44.05,AXP,AA
43.12,American Express Company,2018-03-05,0.1,9.8,2018-03,20,9.9,44.99,AXP,AA
42.65,American Express Company,2018-03-11,0.1,9.8,2018-03,20,9.9,44.51,AXP,AA
39.52,American Express Company,2018-03-18,0.1,9.8,2018-03,20,9.9,41.24,AXP,AA
40.20,American Express Company,2018-03-25,0.1,9.8,2018-03,20,9.9,41.94,AXP,AA
40.34,American Express Company,2018-04-01,0.1,9.8,2018-04,20,9.9,42.10,AXP,AA
41.86,American Express Company,2018-04-08,0.1,9.8,2018-04,20,9.9,43.68,AXP,AA
39.71,American Express Company,2018-04-15,0.1,9.8,2018-04,20,9.9,41.43,AXP,AA
38.89,American Express Company,2018-04-22,0.1,9.8,2018-04,20,9.9,40.58,AXP,AA
44.05,American Express Company,2018-04-29,0.1,9.8,2018-04,20,9.9,45.96,AXP,AA
45.19,American Express Company,2018-05-06,0.1,9.8,2018-05,20,9.9,47.15,AXP,AA
44.81,American Express Company,2018-05-13,0.1,9.8,2018-05,20,9.9,46.58,AXP,AA
45.36,American Express Company,2018-05-20,0.1,9.8,2018-05,20,9.9,47.15,AXP,AA
45.76,American Express Company,2018-05-27,0.1,9.8,2018-05,20,9.9,47.56,AXP,AA
46.11,American Express Company,2018-06-03,0.1,9.8,2018-06,20,9.9,47.92,AXP,AA
45.42,American Express Company,2018-06-10,0.1,9.8,2018-06,20,9.9,47.21,AXP,AA
44.48,American Express Company,2018-06-17,0.1,9.8,2018-06,20,9.9,46.23,AXP,AA
44.52,American Express Company,2018-06-24,0.1,9.8,2018-06,20,9.9,46.28,AXP,AA
45.21,American Express Company,2018-07-01,0.1,9.8,2018-07,20,9.9,46.99,AXP,AA
46.02,American Express Company,2018-07-08,0.1,9.8,2018-07,20,9.9,47.83,AXP,AA
46.05,American Express Company,2018-07-15,0.1,9.8,2018-07,20,9.9,47.86,AXP,AA
45.93,American Express Company,2018-07-22,0.1,9.8,2018-07,20,9.9,47.74,AXP,AA
50.03,American Express Company,2018-07-29,0.1,9.8,2018-07,20,9.9,52.00,AXP,AA
49.92,American Express Company,2018-08-05,0.1,9.8,2018-08,20,9.9,51.88,AXP,AA
52.52,American Express Company,2018-08-12,0.1,9.8,2018-08,20,9.9,54.40,AXP,AA
52.17,American Express Company,2018-08-19,0.1,9.8,2018-08,20,9.9,54.04,AXP,AA
54.94,American Express Company,2018-08-26,0.1,9.8,2018-08,20,9.9,56.91,AXP,AA
53.41,American Express Company,2018-09-02,0.1,9.8,2018-09,20,9.9,55.33,AXP,AA
54.03,American Express Company,2018-09-09,0.1,9.8,2018-09,20,9.9,55.96,AXP,AA
52.54,American Express Company,2018-09-16,0.1,9.8,2018-09,20,9.9,54.42,AXP,AA
54.49,American Express Company,2018-09-23,0.1,9.8,2018-09,20,9.9,56.44,AXP,AA
54.14,American Express Company,2018-09-30,0.1,9.8,2018-09,20,9.9,56.07,AXP,AA
53.61,American Express Company,2018-10-07,0.1,9.8,2018-10,20,9.9,55.53,AXP,AA
52.93,American Express Company,2018-10-14,0.1,9.8,2018-10,20,9.9,54.83,AXP,AA
52.21,American Express Company,2018-10-21,0.1,9.8,2018-10,20,9.9,54.08,AXP,AA
50.08,American Express Company,2018-10-28,0.1,9.8,2018-10,20,9.9,51.87,AXP,AA
49.35,American Express Company,2018-11-05,0.1,9.8,2018-11,20,9.9,51.12,AXP,AA
46.87,American Express Company,2018-11-12,0.1,9.8,2018-11,20,9.9,48.38,AXP,AA
41.73,American Express Company,2018-11-19,0.1,9.8,2018-11,20,9.9,43.07,AXP,AA
43.25,American Express Company,2018-11-26,0.1,9.8,2018-11,20,9.9,44.65,AXP,AA
40.81,American Express Company,2018-12-03,0.1,9.8,2018-12,20,9.9,42.12,AXP,AA
40.08,American Express Company,2018-12-10,0.1,9.8,2018-12,20,9.9,41.37,AXP,AA
36.51,American Express Company,2018-12-17,0.1,9.8,2018-12,20,9.9,37.68,AXP,AA
37.84,American Express Company,2018-12-24,0.1,9.8,2018-12,20,9.9,39.06,AXP,AA
35.91,American Express Company,2018-12-31,0.1,9.8,2018-12,20,9.9,37.06,AXP,AA
36.89,American Express Company,2019-01-07,0.1,9.8,2019-01,20,9.9,38.07,AXP,AA
37.98,American Express Company,2019-01-14,0.1,9.8,2019-01,20,9.9,39.21,AXP,AA
38.21,American Express Company,2019-01-21,0.1,9.8,2019-01,20,9.9,39.44,AXP,AA
40.33,American Express Company,2019-01-28,0.1,9.8,2019-01,20,9.9,41.63,AXP,AA
41.27,American Express Company,2019-02-04,0.1,9.8,2019-02,20,9.9,42.60,AXP,AA
41.45,American Express Company,2019-02-11,0.1,9.8,2019-02,20,9.9,42.60,AXP,AA
42.07,American Express Company,2019-02-18,0.1,9.8,2019-02,20,9.9,43.24,AXP,AA
42.56,American Express Company,2019-02-25,0.1,9.8,2019-02,20,9.9,43.74,AXP,AA
42.06,American Express Company,2019-03-04,0.1,9.8,2019-03,20,9.9,43.23,AXP,AA
45.27,American Express Company,2019-03-10,0.1,9.8,2019-03,20,9.9,46.53,AXP,AA
46.47,American Express Company,2019-03-17,0.1,9.8,2019-03,20,9.9,47.76,AXP,AA
46.20,American Express Company,2019-03-24,0.1,9.8,2019-03,20,9.9,47.49,AXP,AA
47.92,American Express Company,2019-03-31,0.1,9.8,2019-03,20,9.9,49.25,AXP,AA
