adj_stock,company,date,environment,governance,month_year,riskscore,social,stock,symbol,rating
33.70,salesforce.com inc.,2017-06-11,0.5,4.3,2017-06,11,6.5,35.57,CRM,AA
34.64,salesforce.com inc.,2017-06-18,0.5,4.3,2017-06,11,6.5,36.57,CRM,AA
34.11,salesforce.com inc.,2017-06-25,0.5,4.3,2017-06,11,6.5,36.01,CRM,AA
34.15,salesforce.com inc.,2017-07-02,0.5,4.3,2017-07,11,6.5,36.04,CRM,AA
35.30,salesforce.com inc.,2017-07-09,0.5,4.3,2017-07,11,6.5,37.26,CRM,AA
35.59,salesforce.com inc.,2017-07-16,0.5,4.3,2017-07,11,6.5,37.57,CRM,AA
35.41,salesforce.com inc.,2017-07-23,0.5,4.3,2017-07,11,6.5,37.38,CRM,AA
37.04,salesforce.com inc.,2017-07-30,0.5,4.3,2017-07,11,6.5,39.10,CRM,AA
37.30,salesforce.com inc.,2017-08-06,0.5,4.3,2017-08,11,6.5,39.37,CRM,AA
37.45,salesforce.com inc.,2017-08-13,0.5,4.3,2017-08,11,6.5,39.38,CRM,AA
38.01,salesforce.com inc.,2017-08-20,0.5,4.3,2017-08,11,6.5,39.97,CRM,AA
39.01,salesforce.com inc.,2017-08-27,0.5,4.3,2017-08,11,6.5,41.01,CRM,AA
37.72,salesforce.com inc.,2017-09-03,0.5,4.3,2017-09,11,6.5,39.66,CRM,AA
38.01,salesforce.com inc.,2017-09-10,0.5,4.3,2017-09,11,6.5,39.97,CRM,AA
36.11,salesforce.com inc.,2017-09-17,0.5,4.3,2017-09,11,6.5,37.97,CRM,AA
36.65,salesforce.com inc.,2017-09-24,0.5,4.3,2017-09,11,6.5,38.53,CRM,AA
36.93,salesforce.com inc.,2017-10-01,0.5,4.3,2017-10,11,6.5,38.83,CRM,AA
37.33,salesforce.com inc.,2017-10-08,0.5,4.3,2017-10,11,6.5,39.25,CRM,AA
37.15,salesforce.com inc.,2017-10-15,0.5,4.3,2017-10,11,6.5,39.06,CRM,AA
38.77,salesforce.com inc.,2017-10-22,0.5,4.3,2017-10,11,6.5,40.76,CRM,AA
41.02,salesforce.com inc.,2017-10-29,0.5,4.3,2017-10,11,6.5,43.13,CRM,AA
41.53,salesforce.com inc.,2017-11-06,0.5,4.3,2017-11,11,6.5,43.67,CRM,AA
40.60,salesforce.com inc.,2017-11-13,0.5,4.3,2017-11,11,6.5,42.54,CRM,AA
41.75,salesforce.com inc.,2017-11-20,0.5,4.3,2017-11,11,6.5,43.74,CRM,AA
40.82,salesforce.com inc.,2017-11-27,0.5,4.3,2017-11,11,6.5,42.76,CRM,AA
40.42,salesforce.com inc.,2017-12-04,0.5,4.3,2017-12,11,6.5,42.34,CRM,AA
41.51,salesforce.com inc.,2017-12-11,0.5,4.3,2017-12,11,6.5,43.49,CRM,AA
41.76,salesforce.com inc.,2017-12-18,0.5,4.3,2017-12,11,6.5,43.75,CRM,AA
40.38,salesforce.com inc.,2017-12-25,0.5,4.3,2017-12,11,6.5,42.31,CRM,AA
41.76,salesforce.com inc.,2018-01-01,0.5,4.3,2018-01,11,6.5,43.75,CRM,AA
42.26,salesforce.com inc.,2018-01-08,0.5,4.3,2018-01,11,6.5,44.27,CRM,AA
42.59,salesforce.com inc.,2018-01-15,0.5,4.3,2018-01,11,6.5,44.62,CRM,AA
40.93,salesforce.com inc.,2018-01-22,0.5,4.3,2018-01,11,6.5,42.88,CRM,AA
38.30,salesforce.com inc.,2018-01-29,0.5,4.3,2018-01,11,6.5,40.13,CRM,AA
37.32,salesforce.com inc.,2018-02-05,0.5,4.3,2018-02,11,6.5,39.10,CRM,AA
41.31,salesforce.com inc.,2018-02-12,0.5,4.3,2018-02,11,6.5,43.11,CRM,AA
42.05,salesforce.com inc.,2018-02-19,0.5,4.3,2018-02,11,6.5,43.88,CRM,AA
42.22,salesforce.com inc.,2018-02-26,0.5,4.3,2018-02,11,6.5,44.05,CRM,AA
43.12,salesforce.com inc.,2018-03-05,0.5,4.3,2018-03,11,6.5,44.99,CRM,AA
42.65,salesforce.com inc.,2018-03-11,0.5,4.3,2018-03,11,6.5,44.51,CRM,AA
39.52,salesforce.com inc.,2018-03-18,0.5,4.3,2018-03,11,6.5,41.24,CRM,AA
40.20,salesforce.com inc.,2018-03-25,0.5,4.3,2018-03,11,6.5,41.94,CRM,AA
40.34,salesforce.com inc.,2018-04-01,0.5,4.3,2018-04,11,6.5,42.10,CRM,AA
41.86,salesforce.com inc.,2018-04-08,0.5,4.3,2018-04,11,6.5,43.68,CRM,AA
39.71,salesforce.com inc.,2018-04-15,0.5,4.3,2018-04,11,6.5,41.43,CRM,AA
38.89,salesforce.com inc.,2018-04-22,0.5,4.3,2018-04,11,6.5,40.58,CRM,AA
44.05,salesforce.com inc.,2018-04-29,0.5,4.3,2018-04,11,6.5,45.96,CRM,AA
45.19,salesforce.com inc.,2018-05-06,0.5,4.3,2018-05,11,6.5,47.15,CRM,AA
44.81,salesforce.com inc.,2018-05-13,0.5,4.3,2018-05,11,6.5,46.58,CRM,AA
45.36,salesforce.com inc.,2018-05-20,0.5,4.3,2018-05,11,6.5,47.15,CRM,AA
45.76,salesforce.com inc.,2018-05-27,0.5,4.3,2018-05,11,6.5,47.56,CRM,AA
46.11,salesforce.com inc.,2018-06-03,0.5,4.3,2018-06,11,6.5,47.92,CRM,AAA
45.42,salesforce.com inc.,2018-06-10,0.5,4.3,2018-06,11,6.5,47.21,CRM,AAA
44.48,salesforce.com inc.,2018-06-17,0.5,4.3,2018-06,11,6.5,46.23,CRM,AAA
44.52,salesforce.com inc.,2018-06-24,0.5,4.3,2018-06,11,6.5,46.28,CRM,AAA
45.21,salesforce.com inc.,2018-07-01,0.5,4.3,2018-07,11,6.5,46.99,CRM,AAA
46.02,salesforce.com inc.,2018-07-08,0.5,4.3,2018-07,11,6.5,47.83,CRM,AAA
46.05,salesforce.com inc.,2018-07-15,0.5,4.3,2018-07,11,6.5,47.86,CRM,AAA
45.93,salesforce.com inc.,2018-07-22,0.5,4.3,2018-07,11,6.5,47.74,CRM,AAA
50.03,salesforce.com inc.,2018-07-29,0.5,4.3,2018-07,11,6.5,52.00,CRM,AAA
49.92,salesforce.com inc.,2018-08-05,0.5,4.3,2018-08,11,6.5,51.88,CRM,AAA
52.52,salesforce.com inc.,2018-08-12,0.5,4.3,2018-08,11,6.5,54.40,CRM,AAA
52.17,salesforce.com inc.,2018-08-19,0.5,4.3,2018-08,11,6.5,54.04,CRM,AAA
54.94,salesforce.com inc.,2018-08-26,0.5,4.3,2018-08,11,6.5,56.91,CRM,AAA
53.41,salesforce.com inc.,2018-09-02,0.5,4.3,2018-09,11,6.5,55.33,CRM,AAA
54.03,salesforce.com inc.,2018-09-09,0.5,4.3,2018-09,11,6.5,55.96,CRM,AAA
52.54,salesforce.com inc.,2018-09-16,0.5,4.3,2018-09,11,6.5,54.42,CRM,AAA
54.49,salesforce.com inc.,2018-09-23,0.5,4.3,2018-09,11,6.5,56.44,CRM,AAA
54.14,salesforce.com inc.,2018-09-30,0.5,4.3,2018-09,11,6.5,56.07,CRM,AAA
53.61,salesforce.com inc.,2018-10-07,0.5,4.3,2018-10,11,6.5,55.53,CRM,AAA
52.93,salesforce.com inc.,2018-10-14,0.5,4.3,2018-10,11,6.5,54.83,CRM,AAA
52.21,salesforce.com inc.,2018-10-21,0.5,4.3,2018-10,11,6.5,54.08,CRM,AAA
50.08,salesforce.com inc.,2018-10-28,0.5,4.3,2018-10,11,6.5,51.87,CRM,AAA
49.35,salesforce.com inc.,2018-11-05,0.5,4.3,2018-11,11,6.5,51.12,CRM,AAA
46.87,salesforce.com inc.,2018-11-12,0.5,4.3,2018-11,11,6.5,48.38,CRM,AAA
41.73,salesforce.com inc.,2018-11-19,0.5,4.3,2018-11,11,6.5,43.07,CRM,AAA
43.25,salesforce.com inc.,2018-11-26,0.5,4.3,2018-11,11,6.5,44.65,CRM,AAA
40.81,salesforce.com inc.,2018-12-03,0.5,4.3,2018-12,11,6.5,42.12,CRM,AAA
40.08,salesforce.com inc.,2018-12-10,0.5,4.3,2018-12,11,6.5,41.37,CRM,AAA
36.51,salesforce.com inc.,2018-12-17,0.5,4.3,2018-12,11,6.5,37.68,CRM,AAA
37.84,salesforce.com inc.,2018-12-24,0.5,4.3,2018-12,11,6.5,39.06,CRM,AAA
35.91,salesforce.com inc.,2018-12-31,0.5,4.3,2018-12,11,6.5,37.06,CRM,AAA
36.89,salesforce.com inc.,2019-01-07,0.5,4.3,2019-01,11,6.5,38.07,CRM,AAA
37.98,salesforce.com inc.,2019-01-14,0.5,4.3,2019-01,11,6.5,39.21,CRM,AAA
38.21,salesforce.com inc.,2019-01-21,0.5,4.3,2019-01,11,6.5,39.44,CRM,AAA
40.33,salesforce.com inc.,2019-01-28,0.5,4.3,2019-01,11,6.5,41.63,CRM,AAA
41.27,salesforce.com inc.,2019-02-04,0.5,4.3,2019-02,11,6.5,42.60,CRM,AAA
41.45,salesforce.com inc.,2019-02-11,0.5,4.3,2019-02,11,6.5,42.60,CRM,AAA
42.07,salesforce.com inc.,2019-02-18,0.5,4.3,2019-02,11,6.5,43.24,CRM,AAA
42.56,salesforce.com inc.,2019-02-25,0.5,4.3,2019-02,11,6.5,43.74,CRM,AAA
42.06,salesforce.com inc.,2019-03-04,0.5,4.3,2019-03,11,6.5,43.23,CRM,AAA
45.27,salesforce.com inc.,2019-03-10,0.5,4.3,2019-03,11,6.5,46.53,CRM,AAA
46.47,salesforce.com inc.,2019-03-17,0.5,4.3,2019-03,11,6.5,47.76,CRM,AAA
46.20,salesforce.com inc.,2019-03-24,0.5,4.3,2019-03,11,6.5,47.49,CRM,AAA
47.92,salesforce.com inc.,2019-03-31,0.5,4.3,2019-03,11,6.5,49.25,CRM,AAA
48.37,salesforce.com inc.,2019-04-07,0.5,4.3,2019-04,11,6.5,49.72,CRM,AAA
49.59,salesforce.com inc.,2019-04-14,0.5,4.3,2019-04,11,6.5,50.97,CRM,AAA
49.70,salesforce.com inc.,2019-04-21,0.5,4.3,2019-04,11,6.5,51.08,CRM,AAA
51.51,salesforce.com inc.,2019-04-28,0.5,4.3,2019-04,11,6.5,52.94,CRM,AAA
47.96,salesforce.com inc.,2019-05-05,0.5,4.3,2019-05,11,6.5,49.29,CRM,AAA
46.15,salesforce.com inc.,2019-05-12,0.5,4.3,2019-05,11,6.5,47.25,CRM,AAA
43.70,salesforce.com inc.,2019-05-19,0.5,4.3,2019-05,11,6.5,44.74,CRM,AAA
42.75,salesforce.com inc.,2019-05-26,0.5,4.3,2019-05,11,6.5,43.77,CRM,AAA
46.43,salesforce.com inc.,2019-06-02,0.5,4.3,2019-06,11,6.5,47.54,CRM,AAA
47.06,salesforce.com inc.,2019-06-09,0.5,4.3,2019-06,11,6.5,48.19,CRM,AAA
48.54,salesforce.com inc.,2019-06-16,0.5,4.3,2019-06,11,6.5,49.69,CRM,AAA
48.33,salesforce.com inc.,2019-06-23,0.5,4.3,2019-06,11,6.5,49.48,CRM,AAA
49.87,salesforce.com inc.,2019-06-30,0.5,4.3,2019-06,11,6.5,51.06,CRM,AAA
49.64,salesforce.com inc.,2019-07-07,0.5,4.3,2019-07,11,6.5,50.83,CRM,AAA
49.47,salesforce.com inc.,2019-07-14,0.5,4.3,2019-07,11,6.5,50.65,CRM,AAA
50.73,salesforce.com inc.,2019-07-21,0.5,4.3,2019-07,11,6.5,51.94,CRM,AAA
49.82,salesforce.com inc.,2019-07-28,0.5,4.3,2019-07,11,6.5,51.01,CRM,AAA
49.08,salesforce.com inc.,2019-08-04,0.5,4.3,2019-08,11,6.5,50.25,CRM,AAA
50.62,salesforce.com inc.,2019-08-11,0.5,4.3,2019-08,11,6.5,51.63,CRM,AAA
49.67,salesforce.com inc.,2019-08-18,0.5,4.3,2019-08,11,6.5,50.66,CRM,AAA
51.16,salesforce.com inc.,2019-08-25,0.5,4.3,2019-08,11,6.5,52.19,CRM,AAA
52.27,salesforce.com inc.,2019-09-01,0.5,4.3,2019-09,11,6.5,53.31,CRM,AAA
53.62,salesforce.com inc.,2019-09-08,0.5,4.3,2019-09,11,6.5,54.69,CRM,AAA
53.37,salesforce.com inc.,2019-09-15,0.5,4.3,2019-09,11,6.5,54.43,CRM,AAA
53.64,salesforce.com inc.,2019-09-22,0.5,4.3,2019-09,11,6.5,54.71,CRM,AAA
55.64,salesforce.com inc.,2019-09-29,0.5,4.3,2019-09,11,6.5,56.75,CRM,AAA
57.90,salesforce.com inc.,2019-10-06,0.5,4.3,2019-10,11,6.5,59.05,CRM,AAA
57.95,salesforce.com inc.,2019-10-13,0.5,4.3,2019-10,11,6.5,59.10,CRM,AAA
60.44,salesforce.com inc.,2019-10-20,0.5,4.3,2019-10,11,6.5,61.65,CRM,AAA
62.70,salesforce.com inc.,2019-10-27,0.5,4.3,2019-10,11,6.5,63.96,CRM,AAA
63.76,salesforce.com inc.,2019-11-04,0.5,4.3,2019-11,11,6.5,65.04,CRM,AAA
65.34,salesforce.com inc.,2019-11-11,0.5,4.3,2019-11,11,6.5,66.44,CRM,AAA
64.36,salesforce.com inc.,2019-11-18,0.5,4.3,2019-11,11,6.5,65.44,CRM,AAA
65.70,salesforce.com inc.,2019-11-25,0.5,4.3,2019-11,11,6.5,66.81,CRM,AAA
66.55,salesforce.com inc.,2019-12-02,0.5,4.3,2019-12,11,6.5,67.68,CRM,AAA
67.64,salesforce.com inc.,2019-12-09,0.5,4.3,2019-12,11,6.5,68.79,CRM,AAA
68.70,salesforce.com inc.,2019-12-16,0.5,4.3,2019-12,11,6.5,69.86,CRM,AAA
71.25,salesforce.com inc.,2019-12-23,0.5,4.3,2019-12,11,6.5,72.45,CRM,AAA
73.12,salesforce.com inc.,2019-12-30,0.5,4.3,2019-12,11,6.5,74.36,CRM,AAA
76.29,salesforce.com inc.,2020-01-06,0.5,4.3,2020-01,11,6.5,77.58,CRM,AAA
78.36,salesforce.com inc.,2020-01-13,0.5,4.3,2020-01,11,6.5,79.68,CRM,AAA
78.26,salesforce.com inc.,2020-01-20,0.5,4.3,2020-01,11,6.5,79.58,CRM,AAA
76.09,salesforce.com inc.,2020-01-27,0.5,4.3,2020-01,11,6.5,77.38,CRM,AAA
78.68,salesforce.com inc.,2020-02-03,0.5,4.3,2020-02,11,6.5,80.01,CRM,AAA
80.08,salesforce.com inc.,2020-02-10,0.5,4.3,2020-02,11,6.5,81.24,CRM,AAA
77.14,salesforce.com inc.,2020-02-17,0.5,4.3,2020-02,11,6.5,78.26,CRM,AAA
67.36,salesforce.com inc.,2020-02-24,0.5,4.3,2020-02,11,6.5,68.34,CRM,AAA
71.23,salesforce.com inc.,2020-03-02,0.5,4.3,2020-03,11,6.5,72.26,CRM,AAA
68.50,salesforce.com inc.,2020-03-08,0.5,4.3,2020-03,11,6.5,69.49,CRM,AAA
56.49,salesforce.com inc.,2020-03-15,0.5,4.3,2020-03,11,6.5,57.31,CRM,AAA
61.05,salesforce.com inc.,2020-03-22,0.5,4.3,2020-03,11,6.5,61.94,CRM,AAA
59.49,salesforce.com inc.,2020-03-29,0.5,4.3,2020-03,11,6.5,60.35,CRM,AAA
66.04,salesforce.com inc.,2020-04-05,0.5,4.3,2020-04,11,6.5,67.00,CRM,AAA
69.69,salesforce.com inc.,2020-04-12,0.5,4.3,2020-04,11,6.5,70.70,CRM,AAA
69.73,salesforce.com inc.,2020-04-19,0.5,4.3,2020-04,11,6.5,70.74,CRM,AAA
71.24,salesforce.com inc.,2020-04-26,0.5,4.3,2020-04,11,6.5,72.27,CRM,AAA
76.43,salesforce.com inc.,2020-05-03,0.5,4.3,2020-05,11,6.5,77.53,CRM,AAA
76.66,salesforce.com inc.,2020-05-10,0.5,4.3,2020-05,11,6.5,76.93,CRM,AAA
79.44,salesforce.com inc.,2020-05-17,0.5,4.3,2020-05,11,6.5,79.72,CRM,AAA
79.21,salesforce.com inc.,2020-05-24,0.5,4.3,2020-05,11,6.5,79.49,CRM,AAA
82.58,salesforce.com inc.,2020-05-31,0.5,4.3,2020-05,11,6.5,82.88,CRM,AAA
84.40,salesforce.com inc.,2020-06-07,0.5,4.3,2020-06,11,6.5,84.70,CRM,AAA
87.12,salesforce.com inc.,2020-06-14,0.5,4.3,2020-06,11,6.5,87.43,CRM,AAA
88.10,salesforce.com inc.,2020-06-21,0.5,4.3,2020-06,11,6.5,88.41,CRM,AAA
90.71,salesforce.com inc.,2020-06-28,0.5,4.3,2020-06,11,6.5,91.03,CRM,AAA
95.58,salesforce.com inc.,2020-07-05,0.5,4.3,2020-07,11,6.5,95.92,CRM,AAA
95.99,salesforce.com inc.,2020-07-12,0.5,4.3,2020-07,11,6.5,96.33,CRM,AAA
92.29,salesforce.com inc.,2020-07-19,0.5,4.3,2020-07,11,6.5,92.61,CRM,AAA
105.89,salesforce.com inc.,2020-07-26,0.5,4.3,2020-07,11,6.5,106.26,CRM,AAA
110.72,salesforce.com inc.,2020-08-02,0.5,4.3,2020-08,11,6.5,111.11,CRM,AAA
114.71,salesforce.com inc.,2020-08-09,0.5,4.3,2020-08,11,6.5,114.91,CRM,AAA
124.16,salesforce.com inc.,2020-08-16,0.5,4.3,2020-08,11,6.5,124.37,CRM,AAA
124.59,salesforce.com inc.,2020-08-23,0.5,4.3,2020-08,11,6.5,124.81,CRM,AAA
120.75,salesforce.com inc.,2020-08-30,0.5,4.3,2020-08,11,6.5,120.96,CRM,AAA
111.81,salesforce.com inc.,2020-09-06,0.5,4.3,2020-09,11,6.5,112.00,CRM,AAA
106.66,salesforce.com inc.,2020-09-13,0.5,4.3,2020-09,11,6.5,106.84,CRM,AAA
112.09,salesforce.com inc.,2020-09-20,0.5,4.3,2020-09,11,6.5,112.28,CRM,AAA
112.83,salesforce.com inc.,2020-09-27,0.5,4.3,2020-09,11,6.5,113.02,CRM,AAA
116.77,salesforce.com inc.,2020-10-04,0.5,4.3,2020-10,11,6.5,116.97,CRM,AAA
118.82,salesforce.com inc.,2020-10-11,0.5,4.3,2020-10,11,6.5,119.02,CRM,AAA
114.84,salesforce.com inc.,2020-10-18,0.5,4.3,2020-10,11,6.5,115.04,CRM,AAA
108.67,salesforce.com inc.,2020-10-25,0.5,4.3,2020-10,11,6.5,108.86,CRM,AAA
118.49,salesforce.com inc.,2020-11-02,0.5,4.3,2020-11,11,6.5,118.69,CRM,AA
119.26,salesforce.com inc.,2020-11-09,0.5,4.3,2020-11,11,6.5,119.26,CRM,AA
117.34,salesforce.com inc.,2020-11-16,0.5,4.3,2020-11,11,6.5,117.34,CRM,AA
116.59,salesforce.com inc.,2020-11-23,0.5,4.3,2020-11,11,6.5,116.59,CRM,AA
123.08,salesforce.com inc.,2020-11-30,0.5,4.3,2020-11,11,6.5,123.08,CRM,AA
122.94,salesforce.com inc.,2020-12-03,0.5,4.3,2020-12,11,6.5,122.94,CRM,AA
25.28,Cisco Systems Inc.,2016-08-07,0.5,5.9,2016-08,12,5.9,27.05,CSCO,A
25.55,Cisco Systems Inc.,2016-08-14,0.5,5.9,2016-08,12,5.9,27.34,CSCO,A
24.99,Cisco Systems Inc.,2016-08-21,0.5,5.9,2016-08,12,5.9,26.74,CSCO,A
25.17,Cisco Systems Inc.,2016-08-28,0.5,5.9,2016-08,12,5.9,26.93,CSCO,A
24.10,Cisco Systems Inc.,2016-09-04,0.5,5.9,2016-09,12,5.9,25.78,CSCO,A
26.85,Cisco Systems Inc.,2016-09-11,0.5,5.9,2016-09,12,5.9,28.73,CSCO,A
26.33,Cisco Systems Inc.,2016-09-18,0.5,5.9,2016-09,12,5.9,28.18,CSCO,A
26.41,Cisco Systems Inc.,2016-09-25,0.5,5.9,2016-09,12,5.9,28.26,CSCO,A
26.65,Cisco Systems Inc.,2016-10-02,0.5,5.9,2016-10,12,5.9,28.51,CSCO,A
27.48,Cisco Systems Inc.,2016-10-09,0.5,5.9,2016-10,12,5.9,29.41,CSCO,A
27.24,Cisco Systems Inc.,2016-10-16,0.5,5.9,2016-10,12,5.9,29.15,CSCO,A
26.57,Cisco Systems Inc.,2016-10-23,0.5,5.9,2016-10,12,5.9,28.43,CSCO,A
25.43,Cisco Systems Inc.,2016-10-30,0.5,5.9,2016-10,12,5.9,27.21,CSCO,A
25.46,Cisco Systems Inc.,2016-11-07,0.5,5.9,2016-11,12,5.9,27.11,CSCO,A
25.85,Cisco Systems Inc.,2016-11-14,0.5,5.9,2016-11,12,5.9,27.51,CSCO,A
26.25,Cisco Systems Inc.,2016-11-21,0.5,5.9,2016-11,12,5.9,27.95,CSCO,A
25.81,Cisco Systems Inc.,2016-11-28,0.5,5.9,2016-11,12,5.9,27.48,CSCO,A
26.76,Cisco Systems Inc.,2016-12-05,0.5,5.9,2016-12,12,5.9,28.49,CSCO,A
27.24,Cisco Systems Inc.,2016-12-12,0.5,5.9,2016-12,12,5.9,28.99,CSCO,A
27.36,Cisco Systems Inc.,2016-12-19,0.5,5.9,2016-12,12,5.9,29.13,CSCO,A
27.20,Cisco Systems Inc.,2016-12-26,0.5,5.9,2016-12,12,5.9,28.95,CSCO,A
27.69,Cisco Systems Inc.,2017-01-02,0.5,5.9,2017-01,12,5.9,29.48,CSCO,A
27.96,Cisco Systems Inc.,2017-01-09,0.5,5.9,2017-01,12,5.9,29.76,CSCO,A
28.18,Cisco Systems Inc.,2017-01-16,0.5,5.9,2017-01,12,5.9,30.00,CSCO,A
28.64,Cisco Systems Inc.,2017-01-23,0.5,5.9,2017-01,12,5.9,30.49,CSCO,A
30.31,Cisco Systems Inc.,2017-01-30,0.5,5.9,2017-01,12,5.9,32.27,CSCO,A
31.03,Cisco Systems Inc.,2017-02-06,0.5,5.9,2017-02,12,5.9,33.03,CSCO,A
32.01,Cisco Systems Inc.,2017-02-13,0.5,5.9,2017-02,12,5.9,33.93,CSCO,A
32.23,Cisco Systems Inc.,2017-02-20,0.5,5.9,2017-02,12,5.9,34.17,CSCO,A
32.97,Cisco Systems Inc.,2017-02-27,0.5,5.9,2017-02,12,5.9,34.94,CSCO,A
32.82,Cisco Systems Inc.,2017-03-06,0.5,5.9,2017-03,12,5.9,34.78,CSCO,A
33.02,Cisco Systems Inc.,2017-03-12,0.5,5.9,2017-03,12,5.9,35.00,CSCO,A
33.17,Cisco Systems Inc.,2017-03-19,0.5,5.9,2017-03,12,5.9,35.16,CSCO,A
33.88,Cisco Systems Inc.,2017-03-26,0.5,5.9,2017-03,12,5.9,35.92,CSCO,A
33.81,Cisco Systems Inc.,2017-04-02,0.5,5.9,2017-04,12,5.9,35.83,CSCO,A
33.27,Cisco Systems Inc.,2017-04-09,0.5,5.9,2017-04,12,5.9,35.26,CSCO,A
33.56,Cisco Systems Inc.,2017-04-16,0.5,5.9,2017-04,12,5.9,35.57,CSCO,A
33.88,Cisco Systems Inc.,2017-04-23,0.5,5.9,2017-04,12,5.9,35.91,CSCO,A
35.13,Cisco Systems Inc.,2017-04-30,0.5,5.9,2017-04,12,5.9,37.24,CSCO,A
36.82,Cisco Systems Inc.,2017-05-07,0.5,5.9,2017-05,12,5.9,39.03,CSCO,A
36.25,Cisco Systems Inc.,2017-05-14,0.5,5.9,2017-05,12,5.9,38.26,CSCO,A
36.38,Cisco Systems Inc.,2017-05-21,0.5,5.9,2017-05,12,5.9,38.40,CSCO,A
36.82,Cisco Systems Inc.,2017-05-28,0.5,5.9,2017-05,12,5.9,38.86,CSCO,A
35.28,Cisco Systems Inc.,2017-06-04,0.5,5.9,2017-06,12,5.9,37.24,CSCO,A
33.70,Cisco Systems Inc.,2017-06-11,0.5,5.9,2017-06,12,5.9,35.57,CSCO,A
34.64,Cisco Systems Inc.,2017-06-18,0.5,5.9,2017-06,12,5.9,36.57,CSCO,A
34.11,Cisco Systems Inc.,2017-06-25,0.5,5.9,2017-06,12,5.9,36.01,CSCO,A
34.15,Cisco Systems Inc.,2017-07-02,0.5,5.9,2017-07,12,5.9,36.04,CSCO,A
35.30,Cisco Systems Inc.,2017-07-09,0.5,5.9,2017-07,12,5.9,37.26,CSCO,A
35.59,Cisco Systems Inc.,2017-07-16,0.5,5.9,2017-07,12,5.9,37.57,CSCO,A
35.41,Cisco Systems Inc.,2017-07-23,0.5,5.9,2017-07,12,5.9,37.38,CSCO,A
37.04,Cisco Systems Inc.,2017-07-30,0.5,5.9,2017-07,12,5.9,39.10,CSCO,A
37.30,Cisco Systems Inc.,2017-08-06,0.5,5.9,2017-08,12,5.9,39.37,CSCO,A
37.45,Cisco Systems Inc.,2017-08-13,0.5,5.9,2017-08,12,5.9,39.38,CSCO,A
38.01,Cisco Systems Inc.,2017-08-20,0.5,5.9,2017-08,12,5.9,39.97,CSCO,A
39.01,Cisco Systems Inc.,2017-08-27,0.5,5.9,2017-08,12,5.9,41.01,CSCO,A
37.72,Cisco Systems Inc.,2017-09-03,0.5,5.9,2017-09,12,5.9,39.66,CSCO,A
38.01,Cisco Systems Inc.,2017-09-10,0.5,5.9,2017-09,12,5.9,39.97,CSCO,A
36.11,Cisco Systems Inc.,2017-09-17,0.5,5.9,2017-09,12,5.9,37.97,CSCO,A
36.65,Cisco Systems Inc.,2017-09-24,0.5,5.9,2017-09,12,5.9,38.53,CSCO,A
36.93,Cisco Systems Inc.,2017-10-01,0.5,5.9,2017-10,12,5.9,38.83,CSCO,A
37.33,Cisco Systems Inc.,2017-10-08,0.5,5.9,2017-10,12,5.9,39.25,CSCO,A
37.15,Cisco Systems Inc.,2017-10-15,0.5,5.9,2017-10,12,5.9,39.06,CSCO,A
38.77,Cisco Systems Inc.,2017-10-22,0.5,5.9,2017-10,12,5.9,40.76,CSCO,A
41.02,Cisco Systems Inc.,2017-10-29,0.5,5.9,2017-10,12,5.9,43.13,CSCO,A
41.53,Cisco Systems Inc.,2017-11-06,0.5,5.9,2017-11,12,5.9,43.67,CSCO,A
40.60,Cisco Systems Inc.,2017-11-13,0.5,5.9,2017-11,12,5.9,42.54,CSCO,A
41.75,Cisco Systems Inc.,2017-11-20,0.5,5.9,2017-11,12,5.9,43.74,CSCO,A
40.82,Cisco Systems Inc.,2017-11-27,0.5,5.9,2017-11,12,5.9,42.76,CSCO,A
40.42,Cisco Systems Inc.,2017-12-04,0.5,5.9,2017-12,12,5.9,42.34,CSCO,A
41.51,Cisco Systems Inc.,2017-12-11,0.5,5.9,2017-12,12,5.9,43.49,CSCO,A
41.76,Cisco Systems Inc.,2017-12-18,0.5,5.9,2017-12,12,5.9,43.75,CSCO,A
40.38,Cisco Systems Inc.,2017-12-25,0.5,5.9,2017-12,12,5.9,42.31,CSCO,A
41.76,Cisco Systems Inc.,2018-01-01,0.5,5.9,2018-01,12,5.9,43.75,CSCO,A
42.26,Cisco Systems Inc.,2018-01-08,0.5,5.9,2018-01,12,5.9,44.27,CSCO,A
42.59,Cisco Systems Inc.,2018-01-15,0.5,5.9,2018-01,12,5.9,44.62,CSCO,A
40.93,Cisco Systems Inc.,2018-01-22,0.5,5.9,2018-01,12,5.9,42.88,CSCO,A
38.30,Cisco Systems Inc.,2018-01-29,0.5,5.9,2018-01,12,5.9,40.13,CSCO,A
37.32,Cisco Systems Inc.,2018-02-05,0.5,5.9,2018-02,12,5.9,39.10,CSCO,A
41.31,Cisco Systems Inc.,2018-02-12,0.5,5.9,2018-02,12,5.9,43.11,CSCO,A
42.05,Cisco Systems Inc.,2018-02-19,0.5,5.9,2018-02,12,5.9,43.88,CSCO,A
42.22,Cisco Systems Inc.,2018-02-26,0.5,5.9,2018-02,12,5.9,44.05,CSCO,A
43.12,Cisco Systems Inc.,2018-03-05,0.5,5.9,2018-03,12,5.9,44.99,CSCO,A
42.65,Cisco Systems Inc.,2018-03-11,0.5,5.9,2018-03,12,5.9,44.51,CSCO,A
